"age_group","year","n_pop","sex","uf_code","source_year","uf"
"Total",2002,751815,"male","RO",2013,11
"0-4",2002,83717,"male","RO",2013,11
"5-9",2002,83625,"male","RO",2013,11
"10-14",2002,83252,"male","RO",2013,11
"15-19",2002,82150,"male","RO",2013,11
"20-24",2002,74916,"male","RO",2013,11
"25-29",2002,64178,"male","RO",2013,11
"30-34",2002,58529,"male","RO",2013,11
"35-39",2002,54570,"male","RO",2013,11
"40-44",2002,45308,"male","RO",2013,11
"45-49",2002,34754,"male","RO",2013,11
"50-54",2002,26103,"male","RO",2013,11
"55-59",2002,19181,"male","RO",2013,11
"60-64",2002,14902,"male","RO",2013,11
"65-69",2002,11179,"male","RO",2013,11
"70-74",2002,7657,"male","RO",2013,11
"75-79",2002,4588,"male","RO",2013,11
"80-84",2002,2141,"male","RO",2013,11
"85-89",2002,758,"male","RO",2013,11
"90+",2002,307,"male","RO",2013,11
"Total",2003,765465,"male","RO",2013,11
"0-4",2003,84088,"male","RO",2013,11
"5-9",2003,83318,"male","RO",2013,11
"10-14",2003,83523,"male","RO",2013,11
"15-19",2003,82386,"male","RO",2013,11
"20-24",2003,77195,"male","RO",2013,11
"25-29",2003,66211,"male","RO",2013,11
"30-34",2003,58996,"male","RO",2013,11
"35-39",2003,55541,"male","RO",2013,11
"40-44",2003,47375,"male","RO",2013,11
"45-49",2003,36430,"male","RO",2013,11
"50-54",2003,27409,"male","RO",2013,11
"55-59",2003,20122,"male","RO",2013,11
"60-64",2003,15184,"male","RO",2013,11
"65-69",2003,11625,"male","RO",2013,11
"70-74",2003,7862,"male","RO",2013,11
"75-79",2003,4838,"male","RO",2013,11
"80-84",2003,2277,"male","RO",2013,11
"85-89",2003,803,"male","RO",2013,11
"90+",2003,282,"male","RO",2013,11
"Total",2004,778751,"male","RO",2013,11
"0-4",2004,84338,"male","RO",2013,11
"5-9",2004,82840,"male","RO",2013,11
"10-14",2004,83697,"male","RO",2013,11
"15-19",2004,82521,"male","RO",2013,11
"20-24",2004,79189,"male","RO",2013,11
"25-29",2004,68394,"male","RO",2013,11
"30-34",2004,59723,"male","RO",2013,11
"35-39",2004,56336,"male","RO",2013,11
"40-44",2004,49301,"male","RO",2013,11
"45-49",2004,38182,"male","RO",2013,11
"50-54",2004,28800,"male","RO",2013,11
"55-59",2004,21135,"male","RO",2013,11
"60-64",2004,15551,"male","RO",2013,11
"65-69",2004,12036,"male","RO",2013,11
"70-74",2004,8091,"male","RO",2013,11
"75-79",2004,5067,"male","RO",2013,11
"80-84",2004,2422,"male","RO",2013,11
"85-89",2004,857,"male","RO",2013,11
"90+",2004,271,"male","RO",2013,11
"Total",2005,791680,"male","RO",2013,11
"0-4",2005,84565,"male","RO",2013,11
"5-9",2005,82125,"male","RO",2013,11
"10-14",2005,83731,"male","RO",2013,11
"15-19",2005,82708,"male","RO",2013,11
"20-24",2005,80753,"male","RO",2013,11
"25-29",2005,70640,"male","RO",2013,11
"30-34",2005,60841,"male","RO",2013,11
"35-39",2005,57002,"male","RO",2013,11
"40-44",2005,50995,"male","RO",2013,11
"45-49",2005,40017,"male","RO",2013,11
"50-54",2005,30282,"male","RO",2013,11
"55-59",2005,22196,"male","RO",2013,11
"60-64",2005,16052,"male","RO",2013,11
"65-69",2005,12390,"male","RO",2013,11
"70-74",2005,8355,"male","RO",2013,11
"75-79",2005,5267,"male","RO",2013,11
"80-84",2005,2575,"male","RO",2013,11
"85-89",2005,916,"male","RO",2013,11
"90+",2005,270,"male","RO",2013,11
"Total",2006,804251,"male","RO",2013,11
"0-4",2006,83113,"male","RO",2013,11
"5-9",2006,82868,"male","RO",2013,11
"10-14",2006,83634,"male","RO",2013,11
"15-19",2006,82908,"male","RO",2013,11
"20-24",2006,81878,"male","RO",2013,11
"25-29",2006,72971,"male","RO",2013,11
"30-34",2006,62309,"male","RO",2013,11
"35-39",2006,57558,"male","RO",2013,11
"40-44",2006,52459,"male","RO",2013,11
"45-49",2006,41934,"male","RO",2013,11
"50-54",2006,31831,"male","RO",2013,11
"55-59",2006,23320,"male","RO",2013,11
"60-64",2006,16674,"male","RO",2013,11
"65-69",2006,12697,"male","RO",2013,11
"70-74",2006,8655,"male","RO",2013,11
"75-79",2006,5445,"male","RO",2013,11
"80-84",2006,2736,"male","RO",2013,11
"85-89",2006,981,"male","RO",2013,11
"90+",2006,280,"male","RO",2013,11
"Total",2007,816468,"male","RO",2013,11
"0-4",2007,81705,"male","RO",2013,11
"5-9",2007,83390,"male","RO",2013,11
"10-14",2007,83407,"male","RO",2013,11
"15-19",2007,83125,"male","RO",2013,11
"20-24",2007,82513,"male","RO",2013,11
"25-29",2007,75408,"male","RO",2013,11
"30-34",2007,64107,"male","RO",2013,11
"35-39",2007,58011,"male","RO",2013,11
"40-44",2007,53680,"male","RO",2013,11
"45-49",2007,43963,"male","RO",2013,11
"50-54",2007,33421,"male","RO",2013,11
"55-59",2007,24502,"male","RO",2013,11
"60-64",2007,17422,"male","RO",2013,11
"65-69",2007,12954,"male","RO",2013,11
"70-74",2007,9000,"male","RO",2013,11
"75-79",2007,5604,"male","RO",2013,11
"80-84",2007,2906,"male","RO",2013,11
"85-89",2007,1049,"male","RO",2013,11
"90+",2007,301,"male","RO",2013,11
"Total",2008,828323,"male","RO",2013,11
"0-4",2008,80329,"male","RO",2013,11
"5-9",2008,83746,"male","RO",2013,11
"10-14",2008,83038,"male","RO",2013,11
"15-19",2008,83323,"male","RO",2013,11
"20-24",2008,82797,"male","RO",2013,11
"25-29",2008,77786,"male","RO",2013,11
"30-34",2008,66173,"male","RO",2013,11
"35-39",2008,58509,"male","RO",2013,11
"40-44",2008,54680,"male","RO",2013,11
"45-49",2008,46001,"male","RO",2013,11
"50-54",2008,35062,"male","RO",2013,11
"55-59",2008,25752,"male","RO",2013,11
"60-64",2008,18273,"male","RO",2013,11
"65-69",2008,13210,"male","RO",2013,11
"70-74",2008,9359,"male","RO",2013,11
"75-79",2008,5755,"male","RO",2013,11
"80-84",2008,3075,"male","RO",2013,11
"85-89",2008,1124,"male","RO",2013,11
"90+",2008,331,"male","RO",2013,11
"Total",2009,839825,"male","RO",2013,11
"0-4",2009,78997,"male","RO",2013,11
"5-9",2009,83980,"male","RO",2013,11
"10-14",2009,82501,"male","RO",2013,11
"15-19",2009,83428,"male","RO",2013,11
"20-24",2009,82976,"male","RO",2013,11
"25-29",2009,79877,"male","RO",2013,11
"30-34",2009,68390,"male","RO",2013,11
"35-39",2009,59262,"male","RO",2013,11
"40-44",2009,55507,"male","RO",2013,11
"45-49",2009,47905,"male","RO",2013,11
"50-54",2009,36780,"male","RO",2013,11
"55-59",2009,27080,"male","RO",2013,11
"60-64",2009,19190,"male","RO",2013,11
"65-69",2009,13543,"male","RO",2013,11
"70-74",2009,9687,"male","RO",2013,11
"75-79",2009,5922,"male","RO",2013,11
"80-84",2009,3229,"male","RO",2013,11
"85-89",2009,1203,"male","RO",2013,11
"90+",2009,368,"male","RO",2013,11
"Total",2002,707996,"female","RO",2013,11
"0-4",2002,79479,"female","RO",2013,11
"5-9",2002,80511,"female","RO",2013,11
"10-14",2002,80253,"female","RO",2013,11
"15-19",2002,78722,"female","RO",2013,11
"20-24",2002,72294,"female","RO",2013,11
"25-29",2002,63729,"female","RO",2013,11
"30-34",2002,56716,"female","RO",2013,11
"35-39",2002,49604,"female","RO",2013,11
"40-44",2002,40730,"female","RO",2013,11
"45-49",2002,31584,"female","RO",2013,11
"50-54",2002,22872,"female","RO",2013,11
"55-59",2002,16874,"female","RO",2013,11
"60-64",2002,12842,"female","RO",2013,11
"65-69",2002,9245,"female","RO",2013,11
"70-74",2002,6035,"female","RO",2013,11
"75-79",2002,3560,"female","RO",2013,11
"80-84",2002,1777,"female","RO",2013,11
"85-89",2002,673,"female","RO",2013,11
"90+",2002,496,"female","RO",2013,11
"Total",2003,722385,"female","RO",2013,11
"0-4",2003,79960,"female","RO",2013,11
"5-9",2003,79968,"female","RO",2013,11
"10-14",2003,80629,"female","RO",2013,11
"15-19",2003,78941,"female","RO",2013,11
"20-24",2003,74450,"female","RO",2013,11
"25-29",2003,65211,"female","RO",2013,11
"30-34",2003,58090,"female","RO",2013,11
"35-39",2003,51026,"female","RO",2013,11
"40-44",2003,42607,"female","RO",2013,11
"45-49",2003,33142,"female","RO",2013,11
"50-54",2003,24441,"female","RO",2013,11
"55-59",2003,17542,"female","RO",2013,11
"60-64",2003,13444,"female","RO",2013,11
"65-69",2003,9686,"female","RO",2013,11
"70-74",2003,6413,"female","RO",2013,11
"75-79",2003,3739,"female","RO",2013,11
"80-84",2003,1906,"female","RO",2013,11
"85-89",2003,709,"female","RO",2013,11
"90+",2003,481,"female","RO",2013,11
"Total",2004,736400,"female","RO",2013,11
"0-4",2004,80427,"female","RO",2013,11
"5-9",2004,79149,"female","RO",2013,11
"10-14",2004,80884,"female","RO",2013,11
"15-19",2004,79107,"female","RO",2013,11
"20-24",2004,76311,"female","RO",2013,11
"25-29",2004,66880,"female","RO",2013,11
"30-34",2004,59470,"female","RO",2013,11
"35-39",2004,52404,"female","RO",2013,11
"40-44",2004,44441,"female","RO",2013,11
"45-49",2004,34750,"female","RO",2013,11
"50-54",2004,26041,"female","RO",2013,11
"55-59",2004,18353,"female","RO",2013,11
"60-64",2004,14046,"female","RO",2013,11
"65-69",2004,10138,"female","RO",2013,11
"70-74",2004,6796,"female","RO",2013,11
"75-79",2004,3941,"female","RO",2013,11
"80-84",2004,2031,"female","RO",2013,11
"85-89",2004,763,"female","RO",2013,11
"90+",2004,468,"female","RO",2013,11
"Total",2005,750035,"female","RO",2013,11
"0-4",2005,80991,"female","RO",2013,11
"5-9",2005,77987,"female","RO",2013,11
"10-14",2005,80951,"female","RO",2013,11
"15-19",2005,79365,"female","RO",2013,11
"20-24",2005,77702,"female","RO",2013,11
"25-29",2005,68786,"female","RO",2013,11
"30-34",2005,60864,"female","RO",2013,11
"35-39",2005,53767,"female","RO",2013,11
"40-44",2005,46184,"female","RO",2013,11
"45-49",2005,36441,"female","RO",2013,11
"50-54",2005,27604,"female","RO",2013,11
"55-59",2005,19361,"female","RO",2013,11
"60-64",2005,14640,"female","RO",2013,11
"65-69",2005,10608,"female","RO",2013,11
"70-74",2005,7174,"female","RO",2013,11
"75-79",2005,4174,"female","RO",2013,11
"80-84",2005,2149,"female","RO",2013,11
"85-89",2005,827,"female","RO",2013,11
"90+",2005,460,"female","RO",2013,11
"Total",2006,763295,"female","RO",2013,11
"0-4",2006,79545,"female","RO",2013,11
"5-9",2006,78649,"female","RO",2013,11
"10-14",2006,80818,"female","RO",2013,11
"15-19",2006,79673,"female","RO",2013,11
"20-24",2006,78659,"female","RO",2013,11
"25-29",2006,70876,"female","RO",2013,11
"30-34",2006,62287,"female","RO",2013,11
"35-39",2006,55119,"female","RO",2013,11
"40-44",2006,47831,"female","RO",2013,11
"45-49",2006,38206,"female","RO",2013,11
"50-54",2006,29140,"female","RO",2013,11
"55-59",2006,20554,"female","RO",2013,11
"60-64",2006,15230,"female","RO",2013,11
"65-69",2006,11101,"female","RO",2013,11
"70-74",2006,7549,"female","RO",2013,11
"75-79",2006,4435,"female","RO",2013,11
"80-84",2006,2266,"female","RO",2013,11
"85-89",2006,898,"female","RO",2013,11
"90+",2006,459,"female","RO",2013,11
"Total",2007,776172,"female","RO",2013,11
"0-4",2007,78142,"female","RO",2013,11
"5-9",2007,79146,"female","RO",2013,11
"10-14",2007,80471,"female","RO",2013,11
"15-19",2007,80022,"female","RO",2013,11
"20-24",2007,79171,"female","RO",2013,11
"25-29",2007,73132,"female","RO",2013,11
"30-34",2007,63722,"female","RO",2013,11
"35-39",2007,56476,"female","RO",2013,11
"40-44",2007,49365,"female","RO",2013,11
"45-49",2007,40045,"female","RO",2013,11
"50-54",2007,30641,"female","RO",2013,11
"55-59",2007,21935,"female","RO",2013,11
"60-64",2007,15809,"female","RO",2013,11
"65-69",2007,11624,"female","RO",2013,11
"70-74",2007,7922,"female","RO",2013,11
"75-79",2007,4718,"female","RO",2013,11
"80-84",2007,2385,"female","RO",2013,11
"85-89",2007,975,"female","RO",2013,11
"90+",2007,471,"female","RO",2013,11
"Total",2008,788669,"female","RO",2013,11
"0-4",2008,76772,"female","RO",2013,11
"5-9",2008,79555,"female","RO",2013,11
"10-14",2008,79884,"female","RO",2013,11
"15-19",2008,80354,"female","RO",2013,11
"20-24",2008,79384,"female","RO",2013,11
"25-29",2008,75367,"female","RO",2013,11
"30-34",2008,65240,"female","RO",2013,11
"35-39",2008,57840,"female","RO",2013,11
"40-44",2008,50810,"female","RO",2013,11
"45-49",2008,41908,"female","RO",2013,11
"50-54",2008,32138,"female","RO",2013,11
"55-59",2008,23441,"female","RO",2013,11
"60-64",2008,16435,"female","RO",2013,11
"65-69",2008,12168,"female","RO",2013,11
"70-74",2008,8294,"female","RO",2013,11
"75-79",2008,5021,"female","RO",2013,11
"80-84",2008,2510,"female","RO",2013,11
"85-89",2008,1056,"female","RO",2013,11
"90+",2008,492,"female","RO",2013,11
"Total",2009,800782,"female","RO",2013,11
"0-4",2009,75448,"female","RO",2013,11
"5-9",2009,79947,"female","RO",2013,11
"10-14",2009,79017,"female","RO",2013,11
"15-19",2009,80567,"female","RO",2013,11
"20-24",2009,79534,"female","RO",2013,11
"25-29",2009,77307,"female","RO",2013,11
"30-34",2009,66947,"female","RO",2013,11
"35-39",2009,59214,"female","RO",2013,11
"40-44",2009,52209,"female","RO",2013,11
"45-49",2009,43724,"female","RO",2013,11
"50-54",2009,33679,"female","RO",2013,11
"55-59",2009,24974,"female","RO",2013,11
"60-64",2009,17196,"female","RO",2013,11
"65-69",2009,12708,"female","RO",2013,11
"70-74",2009,8676,"female","RO",2013,11
"75-79",2009,5325,"female","RO",2013,11
"80-84",2009,2653,"female","RO",2013,11
"85-89",2009,1136,"female","RO",2013,11
"90+",2009,521,"female","RO",2013,11
"Total",2002,1459811,"both","RO",2013,11
"0-4",2002,163196,"both","RO",2013,11
"5-9",2002,164136,"both","RO",2013,11
"10-14",2002,163505,"both","RO",2013,11
"15-19",2002,160872,"both","RO",2013,11
"20-24",2002,147210,"both","RO",2013,11
"25-29",2002,127907,"both","RO",2013,11
"30-34",2002,115245,"both","RO",2013,11
"35-39",2002,104174,"both","RO",2013,11
"40-44",2002,86038,"both","RO",2013,11
"45-49",2002,66338,"both","RO",2013,11
"50-54",2002,48975,"both","RO",2013,11
"55-59",2002,36055,"both","RO",2013,11
"60-64",2002,27744,"both","RO",2013,11
"65-69",2002,20424,"both","RO",2013,11
"70-74",2002,13692,"both","RO",2013,11
"75-79",2002,8148,"both","RO",2013,11
"80-84",2002,3918,"both","RO",2013,11
"85-89",2002,1431,"both","RO",2013,11
"90+",2002,803,"both","RO",2013,11
"Total",2003,1487850,"both","RO",2013,11
"0-4",2003,164048,"both","RO",2013,11
"5-9",2003,163286,"both","RO",2013,11
"10-14",2003,164152,"both","RO",2013,11
"15-19",2003,161327,"both","RO",2013,11
"20-24",2003,151645,"both","RO",2013,11
"25-29",2003,131422,"both","RO",2013,11
"30-34",2003,117086,"both","RO",2013,11
"35-39",2003,106567,"both","RO",2013,11
"40-44",2003,89982,"both","RO",2013,11
"45-49",2003,69572,"both","RO",2013,11
"50-54",2003,51850,"both","RO",2013,11
"55-59",2003,37664,"both","RO",2013,11
"60-64",2003,28628,"both","RO",2013,11
"65-69",2003,21311,"both","RO",2013,11
"70-74",2003,14275,"both","RO",2013,11
"75-79",2003,8577,"both","RO",2013,11
"80-84",2003,4183,"both","RO",2013,11
"85-89",2003,1512,"both","RO",2013,11
"90+",2003,763,"both","RO",2013,11
"Total",2004,1515151,"both","RO",2013,11
"0-4",2004,164765,"both","RO",2013,11
"5-9",2004,161989,"both","RO",2013,11
"10-14",2004,164581,"both","RO",2013,11
"15-19",2004,161628,"both","RO",2013,11
"20-24",2004,155500,"both","RO",2013,11
"25-29",2004,135274,"both","RO",2013,11
"30-34",2004,119193,"both","RO",2013,11
"35-39",2004,108740,"both","RO",2013,11
"40-44",2004,93742,"both","RO",2013,11
"45-49",2004,72932,"both","RO",2013,11
"50-54",2004,54841,"both","RO",2013,11
"55-59",2004,39488,"both","RO",2013,11
"60-64",2004,29597,"both","RO",2013,11
"65-69",2004,22174,"both","RO",2013,11
"70-74",2004,14887,"both","RO",2013,11
"75-79",2004,9008,"both","RO",2013,11
"80-84",2004,4453,"both","RO",2013,11
"85-89",2004,1620,"both","RO",2013,11
"90+",2004,739,"both","RO",2013,11
"Total",2005,1541715,"both","RO",2013,11
"0-4",2005,165556,"both","RO",2013,11
"5-9",2005,160112,"both","RO",2013,11
"10-14",2005,164682,"both","RO",2013,11
"15-19",2005,162073,"both","RO",2013,11
"20-24",2005,158455,"both","RO",2013,11
"25-29",2005,139426,"both","RO",2013,11
"30-34",2005,121705,"both","RO",2013,11
"35-39",2005,110769,"both","RO",2013,11
"40-44",2005,97179,"both","RO",2013,11
"45-49",2005,76458,"both","RO",2013,11
"50-54",2005,57886,"both","RO",2013,11
"55-59",2005,41557,"both","RO",2013,11
"60-64",2005,30692,"both","RO",2013,11
"65-69",2005,22998,"both","RO",2013,11
"70-74",2005,15529,"both","RO",2013,11
"75-79",2005,9441,"both","RO",2013,11
"80-84",2005,4724,"both","RO",2013,11
"85-89",2005,1743,"both","RO",2013,11
"90+",2005,730,"both","RO",2013,11
"Total",2006,1567546,"both","RO",2013,11
"0-4",2006,162658,"both","RO",2013,11
"5-9",2006,161517,"both","RO",2013,11
"10-14",2006,164452,"both","RO",2013,11
"15-19",2006,162581,"both","RO",2013,11
"20-24",2006,160537,"both","RO",2013,11
"25-29",2006,143847,"both","RO",2013,11
"30-34",2006,124596,"both","RO",2013,11
"35-39",2006,112677,"both","RO",2013,11
"40-44",2006,100290,"both","RO",2013,11
"45-49",2006,80140,"both","RO",2013,11
"50-54",2006,60971,"both","RO",2013,11
"55-59",2006,43874,"both","RO",2013,11
"60-64",2006,31904,"both","RO",2013,11
"65-69",2006,23798,"both","RO",2013,11
"70-74",2006,16204,"both","RO",2013,11
"75-79",2006,9880,"both","RO",2013,11
"80-84",2006,5002,"both","RO",2013,11
"85-89",2006,1879,"both","RO",2013,11
"90+",2006,739,"both","RO",2013,11
"Total",2007,1592640,"both","RO",2013,11
"0-4",2007,159847,"both","RO",2013,11
"5-9",2007,162536,"both","RO",2013,11
"10-14",2007,163878,"both","RO",2013,11
"15-19",2007,163147,"both","RO",2013,11
"20-24",2007,161684,"both","RO",2013,11
"25-29",2007,148540,"both","RO",2013,11
"30-34",2007,127829,"both","RO",2013,11
"35-39",2007,114487,"both","RO",2013,11
"40-44",2007,103045,"both","RO",2013,11
"45-49",2007,84008,"both","RO",2013,11
"50-54",2007,64062,"both","RO",2013,11
"55-59",2007,46437,"both","RO",2013,11
"60-64",2007,33231,"both","RO",2013,11
"65-69",2007,24578,"both","RO",2013,11
"70-74",2007,16922,"both","RO",2013,11
"75-79",2007,10322,"both","RO",2013,11
"80-84",2007,5291,"both","RO",2013,11
"85-89",2007,2024,"both","RO",2013,11
"90+",2007,772,"both","RO",2013,11
"Total",2008,1616992,"both","RO",2013,11
"0-4",2008,157101,"both","RO",2013,11
"5-9",2008,163301,"both","RO",2013,11
"10-14",2008,162922,"both","RO",2013,11
"15-19",2008,163677,"both","RO",2013,11
"20-24",2008,162181,"both","RO",2013,11
"25-29",2008,153153,"both","RO",2013,11
"30-34",2008,131413,"both","RO",2013,11
"35-39",2008,116349,"both","RO",2013,11
"40-44",2008,105490,"both","RO",2013,11
"45-49",2008,87909,"both","RO",2013,11
"50-54",2008,67200,"both","RO",2013,11
"55-59",2008,49193,"both","RO",2013,11
"60-64",2008,34708,"both","RO",2013,11
"65-69",2008,25378,"both","RO",2013,11
"70-74",2008,17653,"both","RO",2013,11
"75-79",2008,10776,"both","RO",2013,11
"80-84",2008,5585,"both","RO",2013,11
"85-89",2008,2180,"both","RO",2013,11
"90+",2008,823,"both","RO",2013,11
"Total",2009,1640607,"both","RO",2013,11
"0-4",2009,154445,"both","RO",2013,11
"5-9",2009,163927,"both","RO",2013,11
"10-14",2009,161518,"both","RO",2013,11
"15-19",2009,163995,"both","RO",2013,11
"20-24",2009,162510,"both","RO",2013,11
"25-29",2009,157184,"both","RO",2013,11
"30-34",2009,135337,"both","RO",2013,11
"35-39",2009,118476,"both","RO",2013,11
"40-44",2009,107716,"both","RO",2013,11
"45-49",2009,91629,"both","RO",2013,11
"50-54",2009,70459,"both","RO",2013,11
"55-59",2009,52054,"both","RO",2013,11
"60-64",2009,36386,"both","RO",2013,11
"65-69",2009,26251,"both","RO",2013,11
"70-74",2009,18363,"both","RO",2013,11
"75-79",2009,11247,"both","RO",2013,11
"80-84",2009,5882,"both","RO",2013,11
"85-89",2009,2339,"both","RO",2013,11
"90+",2009,889,"both","RO",2013,11
"Total",2002,313929,"male","AC",2013,12
"0-4",2002,44660,"male","AC",2013,12
"5-9",2002,40327,"male","AC",2013,12
"10-14",2002,36547,"male","AC",2013,12
"15-19",2002,35370,"male","AC",2013,12
"20-24",2002,31895,"male","AC",2013,12
"25-29",2002,26184,"male","AC",2013,12
"30-34",2002,21871,"male","AC",2013,12
"35-39",2002,17878,"male","AC",2013,12
"40-44",2002,14744,"male","AC",2013,12
"45-49",2002,12068,"male","AC",2013,12
"50-54",2002,9113,"male","AC",2013,12
"55-59",2002,6747,"male","AC",2013,12
"60-64",2002,5225,"male","AC",2013,12
"65-69",2002,4023,"male","AC",2013,12
"70-74",2002,3063,"male","AC",2013,12
"75-79",2002,2112,"male","AC",2013,12
"80-84",2002,1152,"male","AC",2013,12
"85-89",2002,565,"male","AC",2013,12
"90+",2002,385,"male","AC",2013,12
"Total",2003,321192,"male","AC",2013,12
"0-4",2003,45189,"male","AC",2013,12
"5-9",2003,41122,"male","AC",2013,12
"10-14",2003,37203,"male","AC",2013,12
"15-19",2003,35287,"male","AC",2013,12
"20-24",2003,32989,"male","AC",2013,12
"25-29",2003,27150,"male","AC",2013,12
"30-34",2003,22501,"male","AC",2013,12
"35-39",2003,18640,"male","AC",2013,12
"40-44",2003,15132,"male","AC",2013,12
"45-49",2003,12544,"male","AC",2013,12
"50-54",2003,9602,"male","AC",2013,12
"55-59",2003,7031,"male","AC",2013,12
"60-64",2003,5353,"male","AC",2013,12
"65-69",2003,4130,"male","AC",2013,12
"70-74",2003,3063,"male","AC",2013,12
"75-79",2003,2165,"male","AC",2013,12
"80-84",2003,1173,"male","AC",2013,12
"85-89",2003,571,"male","AC",2013,12
"90+",2003,347,"male","AC",2013,12
"Total",2004,328479,"male","AC",2013,12
"0-4",2004,45576,"male","AC",2013,12
"5-9",2004,41919,"male","AC",2013,12
"10-14",2004,37912,"male","AC",2013,12
"15-19",2004,35272,"male","AC",2013,12
"20-24",2004,33888,"male","AC",2013,12
"25-29",2004,28162,"male","AC",2013,12
"30-34",2004,23186,"male","AC",2013,12
"35-39",2004,19395,"male","AC",2013,12
"40-44",2004,15575,"male","AC",2013,12
"45-49",2004,13001,"male","AC",2013,12
"50-54",2004,10095,"male","AC",2013,12
"55-59",2004,7354,"male","AC",2013,12
"60-64",2004,5506,"male","AC",2013,12
"65-69",2004,4238,"male","AC",2013,12
"70-74",2004,3085,"male","AC",2013,12
"75-79",2004,2207,"male","AC",2013,12
"80-84",2004,1206,"male","AC",2013,12
"85-89",2004,576,"male","AC",2013,12
"90+",2004,326,"male","AC",2013,12
"Total",2005,335759,"male","AC",2013,12
"0-4",2005,45856,"male","AC",2013,12
"5-9",2005,42662,"male","AC",2013,12
"10-14",2005,38621,"male","AC",2013,12
"15-19",2005,35466,"male","AC",2013,12
"20-24",2005,34501,"male","AC",2013,12
"25-29",2005,29203,"male","AC",2013,12
"30-34",2005,23966,"male","AC",2013,12
"35-39",2005,20106,"male","AC",2013,12
"40-44",2005,16102,"male","AC",2013,12
"45-49",2005,13438,"male","AC",2013,12
"50-54",2005,10575,"male","AC",2013,12
"55-59",2005,7720,"male","AC",2013,12
"60-64",2005,5693,"male","AC",2013,12
"65-69",2005,4340,"male","AC",2013,12
"70-74",2005,3135,"male","AC",2013,12
"75-79",2005,2233,"male","AC",2013,12
"80-84",2005,1246,"male","AC",2013,12
"85-89",2005,580,"male","AC",2013,12
"90+",2005,316,"male","AC",2013,12
"Total",2006,343018,"male","AC",2013,12
"0-4",2006,45912,"male","AC",2013,12
"5-9",2006,43445,"male","AC",2013,12
"10-14",2006,39359,"male","AC",2013,12
"15-19",2006,35832,"male","AC",2013,12
"20-24",2006,34850,"male","AC",2013,12
"25-29",2006,30281,"male","AC",2013,12
"30-34",2006,24819,"male","AC",2013,12
"35-39",2006,20783,"male","AC",2013,12
"40-44",2006,16713,"male","AC",2013,12
"45-49",2006,13850,"male","AC",2013,12
"50-54",2006,11050,"male","AC",2013,12
"55-59",2006,8123,"male","AC",2013,12
"60-64",2006,5908,"male","AC",2013,12
"65-69",2006,4442,"male","AC",2013,12
"70-74",2006,3208,"male","AC",2013,12
"75-79",2006,2250,"male","AC",2013,12
"80-84",2006,1293,"male","AC",2013,12
"85-89",2006,587,"male","AC",2013,12
"90+",2006,313,"male","AC",2013,12
"Total",2007,350243,"male","AC",2013,12
"0-4",2007,45877,"male","AC",2013,12
"5-9",2007,44123,"male","AC",2013,12
"10-14",2007,40133,"male","AC",2013,12
"15-19",2007,36364,"male","AC",2013,12
"20-24",2007,34921,"male","AC",2013,12
"25-29",2007,31421,"male","AC",2013,12
"30-34",2007,25730,"male","AC",2013,12
"35-39",2007,21420,"male","AC",2013,12
"40-44",2007,17413,"male","AC",2013,12
"45-49",2007,14231,"male","AC",2013,12
"50-54",2007,11524,"male","AC",2013,12
"55-59",2007,8563,"male","AC",2013,12
"60-64",2007,6148,"male","AC",2013,12
"65-69",2007,4553,"male","AC",2013,12
"70-74",2007,3297,"male","AC",2013,12
"75-79",2007,2262,"male","AC",2013,12
"80-84",2007,1346,"male","AC",2013,12
"85-89",2007,601,"male","AC",2013,12
"90+",2007,316,"male","AC",2013,12
"Total",2008,357418,"male","AC",2013,12
"0-4",2008,45765,"male","AC",2013,12
"5-9",2008,44671,"male","AC",2013,12
"10-14",2008,40933,"male","AC",2013,12
"15-19",2008,37020,"male","AC",2013,12
"20-24",2008,34851,"male","AC",2013,12
"25-29",2008,32519,"male","AC",2013,12
"30-34",2008,26694,"male","AC",2013,12
"35-39",2008,22053,"male","AC",2013,12
"40-44",2008,18169,"male","AC",2013,12
"45-49",2008,14614,"male","AC",2013,12
"50-54",2008,11990,"male","AC",2013,12
"55-59",2008,9027,"male","AC",2013,12
"60-64",2008,6418,"male","AC",2013,12
"65-69",2008,4674,"male","AC",2013,12
"70-74",2008,3399,"male","AC",2013,12
"75-79",2008,2278,"male","AC",2013,12
"80-84",2008,1400,"male","AC",2013,12
"85-89",2008,620,"male","AC",2013,12
"90+",2008,323,"male","AC",2013,12
"Total",2009,364528,"male","AC",2013,12
"0-4",2009,45594,"male","AC",2013,12
"5-9",2009,45078,"male","AC",2013,12
"10-14",2009,41733,"male","AC",2013,12
"15-19",2009,37730,"male","AC",2013,12
"20-24",2009,34849,"male","AC",2013,12
"25-29",2009,33426,"male","AC",2013,12
"30-34",2009,27704,"male","AC",2013,12
"35-39",2009,22742,"male","AC",2013,12
"40-44",2009,18916,"male","AC",2013,12
"45-49",2009,15050,"male","AC",2013,12
"50-54",2009,12437,"male","AC",2013,12
"55-59",2009,9494,"male","AC",2013,12
"60-64",2009,6723,"male","AC",2013,12
"65-69",2009,4821,"male","AC",2013,12
"70-74",2009,3499,"male","AC",2013,12
"75-79",2009,2310,"male","AC",2013,12
"80-84",2009,1444,"male","AC",2013,12
"85-89",2009,645,"male","AC",2013,12
