"age_group","year","n_pop","sex","uf_code","source_year","uf"
"TOTAL",2010,95513298,"male","BR",2018,NA
"0",2010,1486185,"male","BR",2018,NA
"1",2010,1505037,"male","BR",2018,NA
"2",2010,1514121,"male","BR",2018,NA
"3",2010,1525255,"male","BR",2018,NA
"4",2010,1563918,"male","BR",2018,NA
"5",2010,1582546,"male","BR",2018,NA
"6",2010,1587618,"male","BR",2018,NA
"7",2010,1602699,"male","BR",2018,NA
"8",2010,1628483,"male","BR",2018,NA
"9",2010,1693291,"male","BR",2018,NA
"10",2010,1724962,"male","BR",2018,NA
"11",2010,1766148,"male","BR",2018,NA
"12",2010,1790713,"male","BR",2018,NA
"13",2010,1789370,"male","BR",2018,NA
"14",2010,1771394,"male","BR",2018,NA
"15",2010,1754602,"male","BR",2018,NA
"16",2010,1734481,"male","BR",2018,NA
"17",2010,1722324,"male","BR",2018,NA
"18",2010,1725238,"male","BR",2018,NA
"19",2010,1737191,"male","BR",2018,NA
"20",2010,1744496,"male","BR",2018,NA
"21",2010,1749243,"male","BR",2018,NA
"22",2010,1752112,"male","BR",2018,NA
"23",2010,1751859,"male","BR",2018,NA
"24",2010,1748406,"male","BR",2018,NA
"25",2010,1743529,"male","BR",2018,NA
"26",2010,1737581,"male","BR",2018,NA
"27",2010,1724114,"male","BR",2018,NA
"28",2010,1700323,"male","BR",2018,NA
"29",2010,1669059,"male","BR",2018,NA
"30",2010,1637166,"male","BR",2018,NA
"31",2010,1604658,"male","BR",2018,NA
"32",2010,1568187,"male","BR",2018,NA
"33",2010,1527225,"male","BR",2018,NA
"34",2010,1484051,"male","BR",2018,NA
"35",2010,1440360,"male","BR",2018,NA
"36",2010,1394472,"male","BR",2018,NA
"37",2010,1358332,"male","BR",2018,NA
"38",2010,1337634,"male","BR",2018,NA
"39",2010,1326729,"male","BR",2018,NA
"40",2010,1314186,"male","BR",2018,NA
"41",2010,1302203,"male","BR",2018,NA
"42",2010,1286733,"male","BR",2018,NA
"43",2010,1264589,"male","BR",2018,NA
"44",2010,1237767,"male","BR",2018,NA
"45",2010,1211719,"male","BR",2018,NA
"46",2010,1185657,"male","BR",2018,NA
"47",2010,1156847,"male","BR",2018,NA
"48",2010,1124568,"male","BR",2018,NA
"49",2010,1089725,"male","BR",2018,NA
"50",2010,1054155,"male","BR",2018,NA
"51",2010,1017780,"male","BR",2018,NA
"52",2010,980577,"male","BR",2018,NA
"53",2010,942803,"male","BR",2018,NA
"54",2010,904687,"male","BR",2018,NA
"55",2010,866129,"male","BR",2018,NA
"56",2010,827097,"male","BR",2018,NA
"57",2010,789260,"male","BR",2018,NA
"58",2010,753402,"male","BR",2018,NA
"59",2010,718933,"male","BR",2018,NA
"60",2010,684784,"male","BR",2018,NA
"61",2010,651585,"male","BR",2018,NA
"62",2010,617610,"male","BR",2018,NA
"63",2010,582021,"male","BR",2018,NA
"64",2010,545961,"male","BR",2018,NA
"65",2010,510943,"male","BR",2018,NA
"66",2010,476122,"male","BR",2018,NA
"67",2010,445469,"male","BR",2018,NA
"68",2010,420954,"male","BR",2018,NA
"69",2010,400510,"male","BR",2018,NA
"70",2010,380401,"male","BR",2018,NA
"71",2010,361702,"male","BR",2018,NA
"72",2010,341081,"male","BR",2018,NA
"73",2010,316605,"male","BR",2018,NA
"74",2010,290029,"male","BR",2018,NA
"75",2010,264908,"male","BR",2018,NA
"76",2010,240351,"male","BR",2018,NA
"77",2010,218060,"male","BR",2018,NA
"78",2010,199182,"male","BR",2018,NA
"79",2010,182705,"male","BR",2018,NA
"80",2010,166327,"male","BR",2018,NA
"81",2010,150333,"male","BR",2018,NA
"82",2010,135007,"male","BR",2018,NA
"83",2010,120199,"male","BR",2018,NA
"84",2010,105762,"male","BR",2018,NA
"85",2010,91548,"male","BR",2018,NA
"86",2010,77412,"male","BR",2018,NA
"87",2010,63209,"male","BR",2018,NA
"88",2010,48783,"male","BR",2018,NA
"89",2010,33992,"male","BR",2018,NA
"90+",2010,155814,"male","BR",2018,NA
"TOTAL",2011,96322635,"male","BR",2018,NA
"0",2011,1489875,"male","BR",2018,NA
"1",2011,1482606,"male","BR",2018,NA
"2",2011,1503620,"male","BR",2018,NA
"3",2011,1513165,"male","BR",2018,NA
"4",2011,1524495,"male","BR",2018,NA
"5",2011,1563308,"male","BR",2018,NA
"6",2011,1582023,"male","BR",2018,NA
"7",2011,1587088,"male","BR",2018,NA
"8",2011,1602168,"male","BR",2018,NA
"9",2011,1627945,"male","BR",2018,NA
"10",2011,1692654,"male","BR",2018,NA
"11",2011,1724235,"male","BR",2018,NA
"12",2011,1765404,"male","BR",2018,NA
"13",2011,1789955,"male","BR",2018,NA
"14",2011,1788620,"male","BR",2018,NA
"15",2011,1769396,"male","BR",2018,NA
"16",2011,1751365,"male","BR",2018,NA
"17",2011,1731283,"male","BR",2018,NA
"18",2011,1719153,"male","BR",2018,NA
"19",2011,1722070,"male","BR",2018,NA
"20",2011,1733167,"male","BR",2018,NA
"21",2011,1739610,"male","BR",2018,NA
"22",2011,1744360,"male","BR",2018,NA
"23",2011,1747238,"male","BR",2018,NA
"24",2011,1747000,"male","BR",2018,NA
"25",2011,1743523,"male","BR",2018,NA
"26",2011,1738621,"male","BR",2018,NA
"27",2011,1732703,"male","BR",2018,NA
"28",2011,1719292,"male","BR",2018,NA
"29",2011,1695572,"male","BR",2018,NA
"30",2011,1664211,"male","BR",2018,NA
"31",2011,1632231,"male","BR",2018,NA
"32",2011,1599819,"male","BR",2018,NA
"33",2011,1563468,"male","BR",2018,NA
"34",2011,1522634,"male","BR",2018,NA
"35",2011,1479208,"male","BR",2018,NA
"36",2011,1435273,"male","BR",2018,NA
"37",2011,1389557,"male","BR",2018,NA
"38",2011,1353551,"male","BR",2018,NA
"39",2011,1332934,"male","BR",2018,NA
"40",2011,1321376,"male","BR",2018,NA
"41",2011,1308181,"male","BR",2018,NA
"42",2011,1296261,"male","BR",2018,NA
"43",2011,1280866,"male","BR",2018,NA
"44",2011,1258835,"male","BR",2018,NA
"45",2011,1231035,"male","BR",2018,NA
"46",2011,1204037,"male","BR",2018,NA
"47",2011,1178154,"male","BR",2018,NA
"48",2011,1149532,"male","BR",2018,NA
"49",2011,1117461,"male","BR",2018,NA
"50",2011,1081351,"male","BR",2018,NA
"51",2011,1044571,"male","BR",2018,NA
"52",2011,1008524,"male","BR",2018,NA
"53",2011,971669,"male","BR",2018,NA
"54",2011,934234,"male","BR",2018,NA
"55",2011,894798,"male","BR",2018,NA
"56",2011,855028,"male","BR",2018,NA
"57",2011,816491,"male","BR",2018,NA
"58",2011,779136,"male","BR",2018,NA
"59",2011,743734,"male","BR",2018,NA
"60",2011,707938,"male","BR",2018,NA
"61",2011,672582,"male","BR",2018,NA
"62",2011,639959,"male","BR",2018,NA
"63",2011,606587,"male","BR",2018,NA
"64",2011,571626,"male","BR",2018,NA
"65",2011,534009,"male","BR",2018,NA
"66",2011,497605,"male","BR",2018,NA
"67",2011,463693,"male","BR",2018,NA
"68",2011,433840,"male","BR",2018,NA
"69",2011,409961,"male","BR",2018,NA
"70",2011,387498,"male","BR",2018,NA
"71",2011,365526,"male","BR",2018,NA
"72",2011,347558,"male","BR",2018,NA
"73",2011,327749,"male","BR",2018,NA
"74",2011,304232,"male","BR",2018,NA
"75",2011,275905,"male","BR",2018,NA
"76",2011,249316,"male","BR",2018,NA
"77",2011,226208,"male","BR",2018,NA
"78",2011,205231,"male","BR",2018,NA
"79",2011,187461,"male","BR",2018,NA
"80",2011,169576,"male","BR",2018,NA
"81",2011,152038,"male","BR",2018,NA
"82",2011,137418,"male","BR",2018,NA
"83",2011,123398,"male","BR",2018,NA
"84",2011,109850,"male","BR",2018,NA
"85",2011,94681,"male","BR",2018,NA
"86",2011,80047,"male","BR",2018,NA
"87",2011,67673,"male","BR",2018,NA
"88",2011,55256,"male","BR",2018,NA
"89",2011,42649,"male","BR",2018,NA
"90+",2011,155891,"male","BR",2018,NA
"TOTAL",2012,97132054,"male","BR",2018,NA
"0",2012,1494652,"male","BR",2018,NA
"1",2012,1486525,"male","BR",2018,NA
"2",2012,1481256,"male","BR",2018,NA
"3",2012,1502699,"male","BR",2018,NA
"4",2012,1512435,"male","BR",2018,NA
"5",2012,1523910,"male","BR",2018,NA
"6",2012,1562802,"male","BR",2018,NA
"7",2012,1581510,"male","BR",2018,NA
"8",2012,1586574,"male","BR",2018,NA
"9",2012,1601649,"male","BR",2018,NA
"10",2012,1627348,"male","BR",2018,NA
"11",2012,1691960,"male","BR",2018,NA
"12",2012,1723528,"male","BR",2018,NA
"13",2012,1764677,"male","BR",2018,NA
"14",2012,1789217,"male","BR",2018,NA
"15",2012,1786655,"male","BR",2018,NA
"16",2012,1766208,"male","BR",2018,NA
"17",2012,1748217,"male","BR",2018,NA
"18",2012,1728172,"male","BR",2018,NA
"19",2012,1716070,"male","BR",2018,NA
"20",2012,1718163,"male","BR",2018,NA
"21",2012,1728422,"male","BR",2018,NA
"22",2012,1734861,"male","BR",2018,NA
"23",2012,1739621,"male","BR",2018,NA
"24",2012,1742510,"male","BR",2018,NA
"25",2012,1742239,"male","BR",2018,NA
"26",2012,1738737,"male","BR",2018,NA
"27",2012,1733859,"male","BR",2018,NA
"28",2012,1727971,"male","BR",2018,NA
"29",2012,1714608,"male","BR",2018,NA
"30",2012,1690779,"male","BR",2018,NA
"31",2012,1659326,"male","BR",2018,NA
"32",2012,1627436,"male","BR",2018,NA
"33",2012,1595120,"male","BR",2018,NA
"34",2012,1558890,"male","BR",2018,NA
"35",2012,1517790,"male","BR",2018,NA
"36",2012,1474118,"male","BR",2018,NA
"37",2012,1430338,"male","BR",2018,NA
"38",2012,1384787,"male","BR",2018,NA
"39",2012,1348913,"male","BR",2018,NA
"40",2012,1327695,"male","BR",2018,NA
"41",2012,1315497,"male","BR",2018,NA
"42",2012,1302357,"male","BR",2018,NA
"43",2012,1290503,"male","BR",2018,NA
"44",2012,1275175,"male","BR",2018,NA
"45",2012,1252150,"male","BR",2018,NA
"46",2012,1223418,"male","BR",2018,NA
"47",2012,1196592,"male","BR",2018,NA
"48",2012,1170880,"male","BR",2018,NA
"49",2012,1142441,"male","BR",2018,NA
"50",2012,1109076,"male","BR",2018,NA
"51",2012,1071754,"male","BR",2018,NA
"52",2012,1035297,"male","BR",2018,NA
"53",2012,999581,"male","BR",2018,NA
"54",2012,963056,"male","BR",2018,NA
"55",2012,924260,"male","BR",2018,NA
"56",2012,883578,"male","BR",2018,NA
"57",2012,844308,"male","BR",2018,NA
"58",2012,806253,"male","BR",2018,NA
"59",2012,769367,"male","BR",2018,NA
"60",2012,732605,"male","BR",2018,NA
"61",2012,695570,"male","BR",2018,NA
"62",2012,660831,"male","BR",2018,NA
"63",2012,628763,"male","BR",2018,NA
"64",2012,595968,"male","BR",2018,NA
"65",2012,559354,"male","BR",2018,NA
"66",2012,520341,"male","BR",2018,NA
"67",2012,484869,"male","BR",2018,NA
"68",2012,451815,"male","BR",2018,NA
"69",2012,422729,"male","BR",2018,NA
"70",2012,396876,"male","BR",2018,NA
"71",2012,372596,"male","BR",2018,NA
"72",2012,351473,"male","BR",2018,NA
"73",2012,334201,"male","BR",2018,NA
"74",2012,315157,"male","BR",2018,NA
"75",2012,289655,"male","BR",2018,NA
"76",2012,259925,"male","BR",2018,NA
"77",2012,234877,"male","BR",2018,NA
"78",2012,213111,"male","BR",2018,NA
"79",2012,193354,"male","BR",2018,NA
"80",2012,174186,"male","BR",2018,NA
"81",2012,155228,"male","BR",2018,NA
"82",2012,139171,"male","BR",2018,NA
"83",2012,125781,"male","BR",2018,NA
"84",2012,112938,"male","BR",2018,NA
"85",2012,98501,"male","BR",2018,NA
"86",2012,82955,"male","BR",2018,NA
"87",2012,70124,"male","BR",2018,NA
"88",2012,59271,"male","BR",2018,NA
"89",2012,48396,"male","BR",2018,NA
"90+",2012,163643,"male","BR",2018,NA
"TOTAL",2013,97931331,"male","BR",2018,NA
"0",2013,1490241,"male","BR",2018,NA
"1",2013,1491517,"male","BR",2018,NA
"2",2013,1485214,"male","BR",2018,NA
"3",2013,1480374,"male","BR",2018,NA
"4",2013,1501991,"male","BR",2018,NA
"5",2013,1511871,"male","BR",2018,NA
"6",2013,1523426,"male","BR",2018,NA
"7",2013,1562307,"male","BR",2018,NA
"8",2013,1581006,"male","BR",2018,NA
"9",2013,1586069,"male","BR",2018,NA
"10",2013,1601082,"male","BR",2018,NA
"11",2013,1626693,"male","BR",2018,NA
"12",2013,1691282,"male","BR",2018,NA
"13",2013,1722835,"male","BR",2018,NA
"14",2013,1763973,"male","BR",2018,NA
"15",2013,1787294,"male","BR",2018,NA
"16",2013,1783515,"male","BR",2018,NA
"17",2013,1763101,"male","BR",2018,NA
"18",2013,1745156,"male","BR",2018,NA
"19",2013,1725144,"male","BR",2018,NA
"20",2013,1712267,"male","BR",2018,NA
"21",2013,1713546,"male","BR",2018,NA
"22",2013,1723814,"male","BR",2018,NA
"23",2013,1730258,"male","BR",2018,NA
"24",2013,1735017,"male","BR",2018,NA
"25",2013,1737872,"male","BR",2018,NA
"26",2013,1737566,"male","BR",2018,NA
"27",2013,1734087,"male","BR",2018,NA
"28",2013,1729241,"male","BR",2018,NA
"29",2013,1723377,"male","BR",2018,NA
"30",2013,1709881,"male","BR",2018,NA
"31",2013,1685942,"male","BR",2018,NA
"32",2013,1654581,"male","BR",2018,NA
"33",2013,1622788,"male","BR",2018,NA
"34",2013,1590561,"male","BR",2018,NA
"35",2013,1554056,"male","BR",2018,NA
"36",2013,1512692,"male","BR",2018,NA
"37",2013,1469178,"male","BR",2018,NA
"38",2013,1425553,"male","BR",2018,NA
"39",2013,1380156,"male","BR",2018,NA
"40",2013,1343743,"male","BR",2018,NA
"41",2013,1321934,"male","BR",2018,NA
"42",2013,1309790,"male","BR",2018,NA
"43",2013,1296708,"male","BR",2018,NA
"44",2013,1284914,"male","BR",2018,NA
"45",2013,1268566,"male","BR",2018,NA
"46",2013,1244580,"male","BR",2018,NA
"47",2013,1216022,"male","BR",2018,NA
"48",2013,1189377,"male","BR",2018,NA
"49",2013,1163822,"male","BR",2018,NA
"50",2013,1134065,"male","BR",2018,NA
"51",2013,1099462,"male","BR",2018,NA
"52",2013,1062463,"male","BR",2018,NA
"53",2013,1026327,"male","BR",2018,NA
"54",2013,990929,"male","BR",2018,NA
"55",2013,953004,"male","BR",2018,NA
"56",2013,912922,"male","BR",2018,NA
"57",2013,872744,"male","BR",2018,NA
"58",2013,833951,"male","BR",2018,NA
"59",2013,796366,"male","BR",2018,NA
"60",2013,758086,"male","BR",2018,NA
"61",2013,720059,"male","BR",2018,NA
"62",2013,683657,"male","BR",2018,NA
"63",2013,649497,"male","BR",2018,NA
"64",2013,617978,"male","BR",2018,NA
"65",2013,583416,"male","BR",2018,NA
"66",2013,545309,"male","BR",2018,NA
"67",2013,507269,"male","BR",2018,NA
"68",2013,472691,"male","BR",2018,NA
"69",2013,440455,"male","BR",2018,NA
"70",2013,409469,"male","BR",2018,NA
"71",2013,381866,"male","BR",2018,NA
"72",2013,358504,"male","BR",2018,NA
"73",2013,338179,"male","BR",2018,NA
"74",2013,321575,"male","BR",2018,NA
"75",2013,300294,"male","BR",2018,NA
"76",2013,273137,"male","BR",2018,NA
"77",2013,245108,"male","BR",2018,NA
"78",2013,221487,"male","BR",2018,NA
"79",2013,200972,"male","BR",2018,NA
"80",2013,179866,"male","BR",2018,NA
"81",2013,159654,"male","BR",2018,NA
"82",2013,142276,"male","BR",2018,NA
"83",2013,127558,"male","BR",2018,NA
"84",2013,115277,"male","BR",2018,NA
"85",2013,101433,"male","BR",2018,NA
"86",2013,86474,"male","BR",2018,NA
"87",2013,72812,"male","BR",2018,NA
"88",2013,61540,"male","BR",2018,NA
"89",2013,52009,"male","BR",2018,NA
"90+",2013,175211,"male","BR",2018,NA
"TOTAL",2014,98744098,"male","BR",2018,NA
"0",2014,1510117,"male","BR",2018,NA
"1",2014,1487285,"male","BR",2018,NA
"2",2014,1490235,"male","BR",2018,NA
"3",2014,1484357,"male","BR",2018,NA
"4",2014,1479696,"male","BR",2018,NA
"5",2014,1501444,"male","BR",2018,NA
"6",2014,1511405,"male","BR",2018,NA
"7",2014,1522953,"male","BR",2018,NA
"8",2014,1561821,"male","BR",2018,NA
"9",2014,1580522,"male","BR",2018,NA
"10",2014,1585510,"male","BR",2018,NA
"11",2014,1600452,"male","BR",2018,NA
"12",2014,1626056,"male","BR",2018,NA
"13",2014,1690617,"male","BR",2018,NA
"14",2014,1722160,"male","BR",2018,NA
"15",2014,1762126,"male","BR",2018,NA
"16",2014,1784225,"male","BR",2018,NA
"17",2014,1780458,"male","BR",2018,NA
"18",2014,1760088,"male","BR",2018,NA
"19",2014,1742172,"male","BR",2018,NA
"20",2014,1721401,"male","BR",2018,NA
"21",2014,1707770,"male","BR",2018,NA
"22",2014,1709067,"male","BR",2018,NA
"23",2014,1719337,"male","BR",2018,NA
"24",2014,1725783,"male","BR",2018,NA
"25",2014,1730509,"male","BR",2018,NA
"26",2014,1733323,"male","BR",2018,NA
"27",2014,1733032,"male","BR",2018,NA
"28",2014,1729570,"male","BR",2018,NA
"29",2014,1724750,"male","BR",2018,NA
"30",2014,1718743,"male","BR",2018,NA
"31",2014,1705113,"male","BR",2018,NA
"32",2014,1681244,"male","BR",2018,NA
"33",2014,1649974,"male","BR",2018,NA
"34",2014,1618274,"male","BR",2018,NA
"35",2014,1585746,"male","BR",2018,NA
"36",2014,1548969,"male","BR",2018,NA
"37",2014,1507745,"male","BR",2018,NA
"38",2014,1464374,"male","BR",2018,NA
"39",2014,1420911,"male","BR",2018,NA
"40",2014,1374995,"male","BR",2018,NA
"41",2014,1338048,"male","BR",2018,NA
"42",2014,1316338,"male","BR",2018,NA
"43",2014,1304256,"male","BR",2018,NA
"44",2014,1291226,"male","BR",2018,NA
"45",2014,1278410,"male","BR",2018,NA
"46",2014,1261067,"male","BR",2018,NA
"47",2014,1237232,"male","BR",2018,NA
"48",2014,1208849,"male","BR",2018,NA
"49",2014,1182373,"male","BR",2018,NA
"50",2014,1155486,"male","BR",2018,NA
"51",2014,1124450,"male","BR",2018,NA
"52",2014,1090145,"male","BR",2018,NA
"53",2014,1053473,"male","BR",2018,NA
"54",2014,1017641,"male","BR",2018,NA
"55",2014,980816,"male","BR",2018,NA
"56",2014,941563,"male","BR",2018,NA
"57",2014,901963,"male","BR",2018,NA
"58",2014,862271,"male","BR",2018,NA
"59",2014,823942,"male","BR",2018,NA
"60",2014,784923,"male","BR",2018,NA
"61",2014,745357,"male","BR",2018,NA
"62",2014,707953,"male","BR",2018,NA
"63",2014,672163,"male","BR",2018,NA
"64",2014,638567,"male","BR",2018,NA
"65",2014,605206,"male","BR",2018,NA
"66",2014,569041,"male","BR",2018,NA
"67",2014,531868,"male","BR",2018,NA
"68",2014,494757,"male","BR",2018,NA
"69",2014,461035,"male","BR",2018,NA
"70",2014,426873,"male","BR",2018,NA
"71",2014,394229,"male","BR",2018,NA
"72",2014,367651,"male","BR",2018,NA
"73",2014,345167,"male","BR",2018,NA
"74",2014,325598,"male","BR",2018,NA
"75",2014,306643,"male","BR",2018,NA
"76",2014,283427,"male","BR",2018,NA
"77",2014,257798,"male","BR",2018,NA
"78",2014,231351,"male","BR",2018,NA
"79",2014,209054,"male","BR",2018,NA
"80",2014,187152,"male","BR",2018,NA
"81",2014,165066,"male","BR",2018,NA
"82",2014,146525,"male","BR",2018,NA
"83",2014,130566,"male","BR",2018,NA
"84",2014,117060,"male","BR",2018,NA
"85",2014,103695,"male","BR",2018,NA
"86",2014,89214,"male","BR",2018,NA
"87",2014,76042,"male","BR",2018,NA
"88",2014,64020,"male","BR",2018,NA
"89",2014,54105,"male","BR",2018,NA
"90+",2014,188114,"male","BR",2018,NA
"TOTAL",2015,99581002,"male","BR",2018,NA
"0",2015,1540799,"male","BR",2018,NA
"1",2015,1507283,"male","BR",2018,NA
"2",2015,1486049,"male","BR",2018,NA
"3",2015,1489399,"male","BR",2018,NA
"4",2015,1483696,"male","BR",2018,NA
"5",2015,1479177,"male","BR",2018,NA
"6",2015,1500989,"male","BR",2018,NA
"7",2015,1510948,"male","BR",2018,NA
"8",2015,1522497,"male","BR",2018,NA
"9",2015,1561349,"male","BR",2018,NA
"10",2015,1579984,"male","BR",2018,NA
"11",2015,1584901,"male","BR",2018,NA
"12",2015,1599836,"male","BR",2018,NA
"13",2015,1625443,"male","BR",2018,NA
"14",2015,1689971,"male","BR",2018,NA
"15",2015,1720396,"male","BR",2018,NA
"16",2015,1759173,"male","BR",2018,NA
"17",2015,1781242,"male","BR",2018,NA
"18",2015,1777479,"male","BR",2018,NA
"19",2015,1757156,"male","BR",2018,NA
"20",2015,1738494,"male","BR",2018,NA
"21",2015,1716987,"male","BR",2018,NA
"22",2015,1703408,"male","BR",2018,NA
"23",2015,1704728,"male","BR",2018,NA
"24",2015,1714994,"male","BR",2018,NA
"25",2015,1721408,"male","BR",2018,NA
"26",2015,1726102,"male","BR",2018,NA
"27",2015,1728921,"male","BR",2018,NA
"28",2015,1728639,"male","BR",2018,NA
"29",2015,1725196,"male","BR",2018,NA
"30",2015,1720232,"male","BR",2018,NA
"31",2015,1714081,"male","BR",2018,NA
"32",2015,1700495,"male","BR",2018,NA
"33",2015,1676695,"male","BR",2018,NA
"34",2015,1645505,"male","BR",2018,NA
"35",2015,1613511,"male","BR",2018,NA
"36",2015,1580689,"male","BR",2018,NA
"37",2015,1544030,"male","BR",2018,NA
"38",2015,1502949,"male","BR",2018,NA
"39",2015,1459721,"male","BR",2018,NA
"40",2015,1415726,"male","BR",2018,NA
"41",2015,1369311,"male","BR",2018,NA
"42",2015,1332530,"male","BR",2018,NA
"43",2015,1310907,"male","BR",2018,NA
"44",2015,1298885,"male","BR",2018,NA
"45",2015,1284847,"male","BR",2018,NA
"46",2015,1271023,"male","BR",2018,NA
"47",2015,1253789,"male","BR",2018,NA
"48",2015,1230098,"male","BR",2018,NA
"49",2015,1201890,"male","BR",2018,NA
"50",2015,1174086,"male","BR",2018,NA
"51",2015,1145904,"male","BR",2018,NA
"52",2015,1115136,"male","BR",2018,NA
"53",2015,1081123,"male","BR",2018,NA
"54",2015,1044760,"male","BR",2018,NA
"55",2015,1007473,"male","BR",2018,NA
"56",2015,969284,"male","BR",2018,NA
"57",2015,930496,"male","BR",2018,NA
"58",2015,891364,"male","BR",2018,NA
"59",2015,852145,"male","BR",2018,NA
"60",2015,812330,"male","BR",2018,NA
"61",2015,771978,"male","BR",2018,NA
"62",2015,733069,"male","BR",2018,NA
"63",2015,696268,"male","BR",2018,NA
"64",2015,661068,"male","BR",2018,NA
"65",2015,625613,"male","BR",2018,NA
"66",2015,590571,"male","BR",2018,NA
"67",2015,555266,"male","BR",2018,NA
"68",2015,518988,"male","BR",2018,NA
"69",2015,482772,"male","BR",2018,NA
"70",2015,447066,"male","BR",2018,NA
"71",2015,411237,"male","BR",2018,NA
"72",2015,379787,"male","BR",2018,NA
"73",2015,354177,"male","BR",2018,NA
"74",2015,332528,"male","BR",2018,NA
"75",2015,310704,"male","BR",2018,NA
"76",2015,289675,"male","BR",2018,NA
"77",2015,267745,"male","BR",2018,NA
"78",2015,243536,"male","BR",2018,NA
"79",2015,218556,"male","BR",2018,NA
"80",2015,194871,"male","BR",2018,NA
"81",2015,171951,"male","BR",2018,NA
"82",2015,151666,"male","BR",2018,NA
"83",2015,134638,"male","BR",2018,NA
"84",2015,119968,"male","BR",2018,NA
"85",2015,105454,"male","BR",2018,NA
"86",2015,91365,"male","BR",2018,NA
"87",2015,78591,"male","BR",2018,NA
"88",2015,66985,"male","BR",2018,NA
"89",2015,56392,"male","BR",2018,NA
"90+",2015,200858,"male","BR",2018,NA
"TOTAL",2016,100379640,"male","BR",2018,NA
"0",2016,1509051,"male","BR",2018,NA
"1",2016,1538105,"male","BR",2018,NA
"2",2016,1506069,"male","BR",2018,NA
"3",2016,1485242,"male","BR",2018,NA
"4",2016,1488756,"male","BR",2018,NA
"5",2016,1483191,"male","BR",2018,NA
"6",2016,1478749,"male","BR",2018,NA
"7",2016,1500549,"male","BR",2018,NA
"8",2016,1510508,"male","BR",2018,NA
"9",2016,1522052,"male","BR",2018,NA
"10",2016,1560830,"male","BR",2018,NA
"11",2016,1579397,"male","BR",2018,NA
"12",2016,1584312,"male","BR",2018,NA
"13",2016,1599239,"male","BR",2018,NA
"14",2016,1624842,"male","BR",2018,NA
"15",2016,1688288,"male","BR",2018,NA
"16",2016,1717584,"male","BR",2018,NA
"17",2016,1756303,"male","BR",2018,NA
"18",2016,1778333,"male","BR",2018,NA
"19",2016,1774587,"male","BR",2018,NA
"20",2016,1753549,"male","BR",2018,NA
"21",2016,1734166,"male","BR",2018,NA
"22",2016,1712721,"male","BR",2018,NA
"23",2016,1699196,"male","BR",2018,NA
"24",2016,1700532,"male","BR",2018,NA
"25",2016,1710777,"male","BR",2018,NA
"26",2016,1717155,"male","BR",2018,NA
"27",2016,1721857,"male","BR",2018,NA
"28",2016,1724679,"male","BR",2018,NA
"29",2016,1724407,"male","BR",2018,NA
"30",2016,1720815,"male","BR",2018,NA
"31",2016,1715709,"male","BR",2018,NA
"32",2016,1709575,"male","BR",2018,NA
"33",2016,1696038,"male","BR",2018,NA
"34",2016,1672302,"male","BR",2018,NA
"35",2016,1640802,"male","BR",2018,NA
"36",2016,1608510,"male","BR",2018,NA
"37",2016,1575793,"male","BR",2018,NA
"38",2016,1539258,"male","BR",2018,NA
"39",2016,1498303,"male","BR",2018,NA
"40",2016,1454535,"male","BR",2018,NA
"41",2016,1410027,"male","BR",2018,NA
"42",2016,1363802,"male","BR",2018,NA
"43",2016,1327179,"male","BR",2018,NA
"44",2016,1305646,"male","BR",2018,NA
"45",2016,1292622,"male","BR",2018,NA
"46",2016,1277593,"male","BR",2018,NA
"47",2016,1263860,"male","BR",2018,NA
"48",2016,1246722,"male","BR",2018,NA
"49",2016,1223181,"male","BR",2018,NA
"50",2016,1193648,"male","BR",2018,NA
"51",2016,1164563,"male","BR",2018,NA
"52",2016,1136615,"male","BR",2018,NA
"53",2016,1106112,"male","BR",2018,NA
"54",2016,1072378,"male","BR",2018,NA
"55",2016,1034538,"male","BR",2018,NA
"56",2016,995867,"male","BR",2018,NA
"57",2016,958122,"male","BR",2018,NA
"58",2016,919778,"male","BR",2018,NA
"59",2016,881112,"male","BR",2018,NA
"60",2016,840362,"male","BR",2018,NA
"61",2016,799176,"male","BR",2018,NA
"62",2016,759472,"male","BR",2018,NA
"63",2016,721191,"male","BR",2018,NA
"64",2016,684985,"male","BR",2018,NA
"65",2016,647900,"male","BR",2018,NA
"66",2016,610748,"male","BR",2018,NA
"67",2016,576536,"male","BR",2018,NA
"68",2016,542061,"male","BR",2018,NA
"69",2016,506638,"male","BR",2018,NA
"70",2016,468383,"male","BR",2018,NA
"71",2016,430951,"male","BR",2018,NA
"72",2016,396405,"male","BR",2018,NA
"73",2016,366088,"male","BR",2018,NA
"74",2016,341397,"male","BR",2018,NA
"75",2016,317538,"male","BR",2018,NA
"76",2016,293750,"male","BR",2018,NA
"77",2016,273875,"male","BR",2018,NA
"78",2016,253148,"male","BR",2018,NA
"79",2016,230263,"male","BR",2018,NA
"80",2016,203920,"male","BR",2018,NA
"81",2016,179240,"male","BR",2018,NA
"82",2016,158168,"male","BR",2018,NA
"83",2016,139516,"male","BR",2018,NA
"84",2016,123851,"male","BR",2018,NA
"85",2016,108229,"male","BR",2018,NA
"86",2016,93074,"male","BR",2018,NA
"87",2016,80627,"male","BR",2018,NA
"88",2016,69350,"male","BR",2018,NA
"89",2016,59101,"male","BR",2018,NA
"90+",2016,213666,"male","BR",2018,NA
"TOTAL",2017,101163599,"male","BR",2018,NA
